order_id,order_date,shift,channel,item_count,cancelled,issue_code,accept_min,prep_min,handover_min,wait_minutes,within_target
ORD-00949,2026-09-09,dinner,counter,1,0,,1.78,9.97,1.57,13.32,0
ORD-00950,2026-09-09,dinner,counter,3,0,,0.91,5.75,2.21,8.86,1
ORD-00951,2026-09-09,dinner,app,1,0,kitchen_rework,1.15,15.5,0.99,17.64,0
ORD-00952,2026-09-09,dinner,counter,3,1,,0.84,10.05,,,
ORD-00953,2026-09-09,dinner,counter,1,0,,0.37,5.83,1.85,8.06,1
ORD-00954,2026-09-09,dinner,app,3,0,,0.93,6.15,0.3,7.38,1
ORD-00955,2026-09-09,dinner,counter,2,0,,1.32,9.22,1.92,12.46,0
ORD-00956,2026-09-09,dinner,counter,1,0,,1.41,7.07,1.86,10.34,1
ORD-00957,2026-09-09,dinner,app,2,0,,0.21,8.17,0.85,9.23,1
ORD-00958,2026-09-09,dinner,app,4,0,,1.5,12.21,0.82,14.53,0
ORD-00959,2026-09-09,dinner,app,2,0,,1.82,9.07,2.97,13.86,0
ORD-00960,2026-09-09,dinner,counter,4,0,,0.73,10.41,1.49,12.63,0
ORD-00961,2026-09-09,dinner,counter,1,0,,1.25,13.86,1.59,16.7,0
ORD-00962,2026-09-09,dinner,app,3,0,,1.32,6.58,0.86,8.77,1
ORD-00963,2026-09-09,dinner,app,1,0,kitchen_rework,2.46,21.55,2.9,26.91,0
ORD-00964,2026-09-09,dinner,app,3,0,,0.6,4.71,0.3,5.61,1
ORD-00965,2026-09-09,dinner,app,1,0,,0.42,3.12,0.47,4.01,1
ORD-00966,2026-09-09,dinner,app,1,0,,0.37,9.5,0.3,10.17,1
ORD-00967,2026-09-09,dinner,counter,4,0,,1.5,6.34,2.9,10.74,1
ORD-00968,2026-09-09,dinner,app,4,0,,0.63,6.78,0.3,7.72,1
ORD-00969,2026-09-09,dinner,counter,2,0,,0.62,11.23,2.99,14.84,0
ORD-00970,2026-09-09,dinner,counter,1,0,stockout,0.96,7.82,1.97,10.76,1
ORD-00971,2026-09-09,dinner,app,4,0,kitchen_rework,1.48,21.29,2.98,25.74,0
ORD-00972,2026-09-09,dinner,counter,1,0,,0.99,5.38,0.69,7.06,1
ORD-00973,2026-09-09,dinner,app,2,0,,0.2,6.17,0.3,6.67,1
ORD-00974,2026-09-09,dinner,app,1,0,,1.43,7.7,1.72,10.86,1
ORD-00975,2026-09-09,dinner,counter,4,0,kitchen_rework,1.48,15.21,0.56,17.24,0
ORD-00976,2026-09-10,breakfast,app,1,0,,1.27,15.64,2.09,19.0,0
ORD-00977,2026-09-10,breakfast,counter,1,0,,0.57,7.05,0.97,8.6,1
ORD-00978,2026-09-10,breakfast,counter,4,0,,0.2,7.64,2.29,10.13,1
ORD-00979,2026-09-10,breakfast,counter,3,0,,1.19,9.09,0.84,11.12,1
ORD-00980,2026-09-10,breakfast,counter,3,1,,0.66,7.24,,,
ORD-00981,2026-09-10,breakfast,app,2,0,,1.35,12.92,1.81,16.09,0
ORD-00982,2026-09-10,breakfast,counter,1,0,,0.39,2.78,2.58,5.75,1
ORD-00983,2026-09-10,breakfast,counter,4,0,,0.53,13.85,2.79,17.17,0
ORD-00984,2026-09-10,breakfast,counter,2,0,,1.14,11.97,1.03,14.14,0
ORD-00985,2026-09-10,breakfast,counter,4,0,stockout,1.03,4.08,0.3,5.41,1
ORD-00986,2026-09-10,breakfast,app,1,0,,1.14,11.96,4.36,17.46,0
ORD-00987,2026-09-10,breakfast,counter,1,0,,1.42,6.67,2.98,11.08,1
ORD-00988,2026-09-10,breakfast,app,2,0,,1.01,7.46,2.01,10.48,1
ORD-00989,2026-09-10,breakfast,app,3,0,,0.8,10.62,1.8,13.21,0
ORD-00990,2026-09-10,breakfast,counter,1,0,payment,0.31,11.18,1.48,12.97,0
ORD-00991,2026-09-10,breakfast,counter,3,0,,0.78,5.45,0.71,6.94,1
ORD-00992,2026-09-10,breakfast,app,4,0,payment,0.87,7.34,1.68,9.89,1
ORD-00993,2026-09-10,breakfast,app,2,0,,1.32,7.85,2.34,11.51,1
ORD-00994,2026-09-10,breakfast,counter,4,0,,0.68,6.09,1.41,8.18,1
ORD-00995,2026-09-10,breakfast,counter,4,0,,0.2,3.75,1.34,5.29,1
ORD-00996,2026-09-10,breakfast,counter,4,0,,1.29,6.31,1.28,8.88,1
ORD-00997,2026-09-10,breakfast,app,4,0,,0.78,4.62,0.56,5.96,1
ORD-00998,2026-09-10,breakfast,counter,3,0,,0.57,11.51,3.1,15.18,0
ORD-00999,2026-09-10,breakfast,app,3,0,,1.41,9.73,2.15,13.29,0
ORD-01000,2026-09-10,breakfast,app,3,0,,0.32,2.0,1.6,3.92,1
ORD-01001,2026-09-10,breakfast,app,1,0,,1.73,13.8,1.62,17.15,0
ORD-01002,2026-09-10,breakfast,counter,2,0,,0.61,14.67,1.74,17.02,0
ORD-01003,2026-09-10,breakfast,app,2,0,,0.74,10.98,0.92,12.64,0
ORD-01004,2026-09-10,breakfast,counter,4,0,,1.13,5.63,1.8,8.56,1
ORD-01005,2026-09-10,breakfast,app,3,0,,1.76,7.38,0.37,9.52,1
ORD-01006,2026-09-10,breakfast,app,2,0,,1.24,14.77,1.6,17.62,0
ORD-01007,2026-09-10,breakfast,counter,2,0,,0.2,8.77,0.3,9.27,1
ORD-01008,2026-09-10,breakfast,app,4,0,,1.55,12.34,1.83,15.71,0
ORD-01009,2026-09-10,breakfast,app,1,0,,0.5,5.74,0.87,7.12,1
ORD-01010,2026-09-10,breakfast,app,1,0,,1.67,10.24,1.16,13.06,0
ORD-01011,2026-09-10,breakfast,counter,4,0,,1.28,6.31,1.48,9.08,1
ORD-01012,2026-09-10,breakfast,counter,4,0,stockout,1.21,3.69,2.08,6.98,1
ORD-01013,2026-09-10,breakfast,app,3,0,,1.15,9.18,1.31,11.65,1
ORD-01014,2026-09-10,breakfast,app,1,0,,1.14,2.0,0.3,3.44,1
ORD-01015,2026-09-10,breakfast,app,3,0,,1.31,9.85,1.72,12.87,0
ORD-01016,2026-09-10,breakfast,app,2,0,,1.47,15.9,2.73,20.1,0
ORD-01017,2026-09-10,breakfast,app,2,0,,1.13,9.83,2.57,13.54,0
ORD-01018,2026-09-10,breakfast,app,1,0,,0.94,11.22,0.48,12.64,0
ORD-01019,2026-09-10,breakfast,counter,4,1,stockout,1.15,11.63,,,
ORD-01020,2026-09-10,breakfast,counter,2,0,,0.85,15.61,0.79,17.25,0
ORD-01021,2026-09-10,breakfast,app,4,0,stockout,1.15,5.35,0.71,7.21,1
ORD-01022,2026-09-10,breakfast,app,2,0,,1.33,11.27,1.97,14.56,0
ORD-01023,2026-09-10,breakfast,counter,3,0,,1.49,17.26,0.9,19.65,0
ORD-01024,2026-09-10,breakfast,counter,4,0,,1.03,7.87,0.41,9.31,1
ORD-01025,2026-09-10,breakfast,counter,2,0,,1.19,9.71,2.22,13.11,0
ORD-01026,2026-09-10,breakfast,app,3,0,,1.17,8.8,3.0,12.98,0
ORD-01027,2026-09-10,breakfast,app,1,0,,1.92,8.5,1.7,12.13,0
ORD-01028,2026-09-10,breakfast,counter,4,0,,0.33,13.08,0.3,13.71,0
ORD-01029,2026-09-10,breakfast,app,2,0,,0.77,5.91,2.59,9.27,1
ORD-01030,2026-09-10,breakfast,app,3,0,,0.2,10.33,0.88,11.41,1
ORD-01031,2026-09-10,breakfast,counter,3,0,,1.53,12.27,3.22,17.02,0
ORD-01032,2026-09-10,breakfast,app,2,0,,0.78,8.12,1.06,9.95,1
ORD-01033,2026-09-10,breakfast,app,2,0,,2.55,11.59,2.19,16.33,0
ORD-01034,2026-09-10,breakfast,app,3,0,,0.74,10.57,1.27,12.59,0
ORD-01035,2026-09-10,breakfast,counter,3,0,,0.98,8.79,3.09,12.87,0
ORD-01036,2026-09-10,breakfast,counter,3,0,kitchen_rework,1.43,14.05,1.81,17.28,0
ORD-01037,2026-09-10,breakfast,counter,2,0,,0.87,5.5,1.65,8.02,1
ORD-01038,2026-09-10,breakfast,app,2,0,,0.45,10.6,1.06,12.12,0
ORD-01039,2026-09-10,breakfast,app,2,0,,1.51,4.01,2.14,7.65,1
ORD-01040,2026-09-10,breakfast,counter,4,0,,1.36,6.57,1.72,9.65,1
ORD-01041,2026-09-10,breakfast,app,2,0,,1.03,10.2,2.33,13.56,0
ORD-01042,2026-09-10,breakfast,counter,2,0,,1.22,9.27,0.3,10.79,1
ORD-01043,2026-09-10,breakfast,app,1,0,,0.85,7.35,0.67,8.87,1
ORD-01044,2026-09-10,breakfast,app,1,0,,1.13,7.27,0.3,8.7,1
ORD-01045,2026-09-10,breakfast,app,3,0,,0.33,7.2,0.53,8.06,1
ORD-01046,2026-09-10,breakfast,counter,1,0,kitchen_rework,1.51,14.77,3.64,19.92,0
ORD-01047,2026-09-10,breakfast,app,4,0,,1.31,7.76,1.1,10.17,1
ORD-01048,2026-09-10,breakfast,app,4,0,,0.71,4.55,1.17,6.42,1
ORD-01049,2026-09-10,breakfast,counter,1,0,,0.93,7.02,2.08,10.02,1
ORD-01050,2026-09-10,breakfast,app,3,0,,1.68,2.0,1.74,5.42,1
ORD-01051,2026-09-10,breakfast,counter,1,0,,0.54,8.33,1.55,10.43,1
ORD-01052,2026-09-10,breakfast,counter,3,0,,0.55,7.36,1.2,9.11,1
ORD-01053,2026-09-10,breakfast,counter,3,0,stockout,1.21,11.24,2.4,14.85,0
ORD-01054,2026-09-10,breakfast,app,4,0,,0.64,7.15,1.4,9.2,1
ORD-01055,2026-09-10,breakfast,counter,4,0,,0.4,4.48,2.46,7.34,1
ORD-01056,2026-09-10,breakfast,counter,2,0,,0.2,10.25,0.86,11.31,1
ORD-01057,2026-09-10,breakfast,counter,2,0,,0.85,7.18,0.51,8.54,1
ORD-01058,2026-09-10,breakfast,app,2,0,,0.23,8.84,1.01,10.08,1
ORD-01059,2026-09-10,breakfast,counter,3,0,,0.91,11.64,1.06,13.61,0
ORD-01060,2026-09-10,breakfast,counter,1,0,,1.66,10.38,2.83,14.87,0
ORD-01061,2026-09-10,lunch,counter,2,0,,1.37,12.83,2.4,16.59,0
ORD-01062,2026-09-10,lunch,counter,2,0,,0.72,10.2,1.69,12.61,0
ORD-01063,2026-09-10,lunch,counter,1,0,,1.68,11.24,3.61,16.53,0
ORD-01064,2026-09-10,lunch,app,3,0,,1.22,11.87,0.88,13.98,0
ORD-01065,2026-09-10,lunch,app,2,0,,0.98,11.34,1.53,13.85,0
ORD-01066,2026-09-10,lunch,counter,2,0,,0.71,6.8,0.3,7.82,1
ORD-01067,2026-09-10,lunch,app,3,0,,0.94,9.51,2.47,12.91,0
ORD-01068,2026-09-10,lunch,app,4,0,,0.83,5.99,3.22,10.04,1
ORD-01069,2026-09-10,lunch,app,4,0,stockout,1.33,4.64,1.9,7.87,1
ORD-01070,2026-09-10,lunch,app,4,0,,1.17,6.52,4.3,11.99,1
ORD-01071,2026-09-10,lunch,counter,2,0,,1.36,9.14,1.18,11.68,1
ORD-01072,2026-09-10,lunch,counter,4,0,,0.72,10.18,0.81,11.71,1
ORD-01073,2026-09-10,lunch,app,4,0,,0.65,5.66,2.15,8.47,1
ORD-01074,2026-09-10,lunch,app,3,0,,1.31,9.16,3.4,13.87,0
ORD-01075,2026-09-10,lunch,app,3,0,kitchen_rework,0.47,11.73,1.21,13.41,0
ORD-01076,2026-09-10,lunch,app,1,0,,0.28,7.68,2.93,10.89,1
ORD-01077,2026-09-10,lunch,app,1,0,,0.75,11.68,1.28,13.72,0
ORD-01078,2026-09-10,lunch,counter,1,0,,0.69,7.31,2.09,10.09,1
ORD-01079,2026-09-10,lunch,counter,4,0,payment,0.96,7.12,0.3,8.38,1
ORD-01080,2026-09-10,lunch,app,4,0,,1.48,10.23,3.09,14.8,0
ORD-01081,2026-09-10,lunch,app,2,0,,1.26,10.92,0.48,12.66,0
ORD-01082,2026-09-10,lunch,app,3,0,,1.47,7.61,0.6,9.67,1
ORD-01083,2026-09-10,lunch,counter,1,0,kitchen_rework,0.42,10.84,3.79,15.05,0
ORD-01084,2026-09-10,lunch,counter,1,0,,1.11,8.47,0.52,10.09,1
ORD-01085,2026-09-10,lunch,counter,2,0,,1.15,9.19,2.94,13.27,0
ORD-01086,2026-09-10,lunch,counter,4,0,,1.22,8.27,2.06,11.55,1
ORD-01087,2026-09-10,lunch,counter,3,0,,0.95,5.21,1.95,8.11,1
ORD-01088,2026-09-10,lunch,app,2,0,,0.6,5.5,0.3,6.4,1
ORD-01089,2026-09-10,lunch,counter,3,0,,1.49,6.12,1.41,9.03,1
ORD-01090,2026-09-10,lunch,app,4,0,,0.2,8.45,2.16,10.8,1
ORD-01091,2026-09-10,lunch,counter,3,0,,1.3,12.02,3.48,16.8,0
ORD-01092,2026-09-10,lunch,counter,4,0,stockout,1.51,6.76,0.9,9.17,1
ORD-01093,2026-09-10,lunch,counter,1,0,,0.93,8.12,2.36,11.4,1
ORD-01094,2026-09-10,lunch,app,1,0,,0.2,9.06,1.11,10.37,1
ORD-01095,2026-09-10,lunch,counter,1,0,,0.43,6.85,2.03,9.31,1
ORD-01096,2026-09-10,lunch,app,4,0,,0.2,7.5,1.8,9.5,1
ORD-01097,2026-09-10,lunch,app,1,0,,1.64,10.34,2.8,14.78,0
ORD-01098,2026-09-10,lunch,app,4,0,,0.5,3.26,2.29,6.06,1
ORD-01099,2026-09-10,lunch,app,3,0,,1.19,12.23,2.6,16.02,0
ORD-01100,2026-09-10,lunch,app,3,0,,0.61,6.32,0.37,7.31,1
ORD-01101,2026-09-10,lunch,counter,1,0,,1.51,6.3,1.59,9.41,1
ORD-01102,2026-09-10,lunch,app,1,0,,1.06,10.74,1.83,13.63,0
ORD-01103,2026-09-10,lunch,counter,3,0,,1.72,9.97,2.18,13.87,0
ORD-01104,2026-09-10,lunch,app,1,0,,1.35,5.41,2.71,9.48,1
ORD-01105,2026-09-10,lunch,counter,3,0,,0.39,7.14,2.36,9.89,1
ORD-01106,2026-09-10,lunch,counter,4,0,,1.29,6.84,0.57,8.69,1
ORD-01107,2026-09-10,lunch,app,1,0,,0.73,5.98,1.05,7.76,1
ORD-01108,2026-09-10,lunch,app,2,0,,1.05,2.0,2.55,5.6,1
ORD-01109,2026-09-10,lunch,app,1,0,,0.98,9.39,0.81,11.17,1
ORD-01110,2026-09-10,lunch,app,1,0,stockout,0.92,8.41,2.19,11.53,1
ORD-01111,2026-09-10,lunch,app,3,0,,0.47,7.92,0.58,8.97,1
ORD-01112,2026-09-10,lunch,counter,3,0,,1.26,5.05,0.81,7.13,1
ORD-01113,2026-09-10,lunch,app,4,0,,1.47,12.76,2.12,16.35,0
ORD-01114,2026-09-10,lunch,counter,4,0,,0.68,8.15,1.0,9.83,1
ORD-01115,2026-09-10,lunch,counter,1,0,,1.32,5.78,0.63,7.73,1
ORD-01116,2026-09-10,lunch,counter,3,0,,1.05,14.59,2.5,18.13,0
ORD-01117,2026-09-10,lunch,counter,2,0,,0.64,4.13,0.3,5.07,1
ORD-01118,2026-09-10,lunch,counter,3,0,,1.68,12.27,2.02,15.97,0
ORD-01119,2026-09-10,lunch,counter,2,0,,0.2,5.61,1.15,6.96,1
ORD-01120,2026-09-10,lunch,counter,1,0,,1.13,14.08,2.66,17.87,0
ORD-01121,2026-09-10,lunch,app,1,0,,1.09,9.06,3.42,13.57,0
ORD-01122,2026-09-10,lunch,app,2,0,,1.53,5.25,0.72,7.5,1
ORD-01123,2026-09-10,lunch,app,1,0,,0.65,3.41,0.49,4.55,1
ORD-01124,2026-09-10,lunch,app,3,0,,1.67,12.13,0.3,14.1,0
ORD-01125,2026-09-10,lunch,counter,4,0,,0.45,3.21,1.61,5.27,1
ORD-01126,2026-09-10,lunch,app,2,0,,1.72,6.56,3.01,11.29,1
ORD-01127,2026-09-10,lunch,app,3,0,,0.93,3.54,1.25,5.73,1
ORD-01128,2026-09-10,lunch,counter,4,0,,1.24,2.0,1.72,4.96,1
ORD-01129,2026-09-10,lunch,counter,3,0,payment,0.85,7.15,0.88,8.88,1
ORD-01130,2026-09-10,lunch,app,4,0,,0.5,10.88,0.3,11.67,1
ORD-01131,2026-09-10,lunch,app,2,0,,0.8,7.1,1.68,9.58,1
ORD-01132,2026-09-10,lunch,app,1,0,,1.44,8.18,0.7,10.32,1
ORD-01133,2026-09-10,lunch,counter,4,0,,0.66,4.15,1.76,6.57,1
ORD-01134,2026-09-10,lunch,app,2,0,,0.7,7.05,2.59,10.34,1
ORD-01135,2026-09-10,lunch,app,1,0,,1.9,6.77,3.09,11.76,1
ORD-01136,2026-09-10,lunch,app,2,0,,0.83,4.75,0.3,5.88,1
ORD-01137,2026-09-10,lunch,app,2,0,,1.49,9.92,1.46,12.87,0
ORD-01138,2026-09-10,lunch,counter,4,0,,0.31,10.19,0.3,10.8,1
ORD-01139,2026-09-10,lunch,app,1,0,,1.78,9.97,0.67,12.42,0
ORD-01140,2026-09-10,lunch,counter,4,0,kitchen_rework,0.53,11.93,1.63,14.1,0
ORD-01141,2026-09-10,lunch,app,1,0,,1.28,6.77,2.03,10.07,1
ORD-01142,2026-09-10,lunch,app,4,0,,1.01,5.16,2.9,9.07,1
ORD-01143,2026-09-10,lunch,counter,1,0,,0.29,5.54,2.05,7.88,1
ORD-01144,2026-09-10,lunch,app,2,0,,0.8,9.99,3.93,14.71,0
ORD-01145,2026-09-10,lunch,counter,3,0,,1.17,10.85,2.18,14.2,0
ORD-01146,2026-09-10,lunch,counter,1,0,,0.36,4.91,1.65,6.91,1
ORD-01147,2026-09-10,lunch,counter,3,0,,0.65,8.39,2.7,11.74,1
ORD-01148,2026-09-10,lunch,counter,1,0,,1.23,6.24,0.52,7.98,1
ORD-01149,2026-09-10,lunch,app,2,0,,1.84,7.78,1.95,11.57,1
ORD-01150,2026-09-10,lunch,app,2,0,,1.25,10.75,1.02,13.02,0
ORD-01151,2026-09-10,lunch,counter,2,0,,1.57,8.24,1.31,11.12,1
ORD-01152,2026-09-10,lunch,app,4,0,,1.0,5.11,0.82,6.93,1
ORD-01153,2026-09-10,lunch,counter,4,0,,0.54,7.13,1.03,8.7,1
ORD-01154,2026-09-10,lunch,counter,3,0,,1.12,13.07,2.15,16.34,0
ORD-01155,2026-09-10,lunch,counter,3,0,,0.75,10.25,1.75,12.75,0
ORD-01156,2026-09-10,lunch,app,2,0,,0.2,8.44,1.07,9.71,1
ORD-01157,2026-09-10,lunch,counter,2,0,,0.93,12.63,0.86,14.41,0
ORD-01158,2026-09-10,lunch,app,3,0,,1.01,6.58,1.2,8.79,1
ORD-01159,2026-09-10,lunch,app,4,0,,0.96,9.19,2.34,12.49,0
ORD-01160,2026-09-10,lunch,counter,3,0,,1.25,5.74,1.6,8.59,1
ORD-01161,2026-09-10,lunch,counter,1,0,kitchen_rework,0.61,16.98,1.47,19.06,0
ORD-01162,2026-09-10,lunch,app,3,0,,0.86,9.83,1.08,11.78,1
ORD-01163,2026-09-10,lunch,app,3,0,stockout,1.54,6.21,2.13,9.88,1
ORD-01164,2026-09-10,lunch,counter,4,0,stockout,1.77,10.88,1.33,13.99,0
ORD-01165,2026-09-10,lunch,app,4,0,,1.06,3.88,1.97,6.91,1
ORD-01166,2026-09-10,lunch,counter,4,0,kitchen_rework,1.98,18.83,2.65,23.47,0
ORD-01167,2026-09-10,lunch,app,2,0,,1.54,6.08,0.3,7.91,1
ORD-01168,2026-09-10,lunch,app,2,0,,0.78,8.51,2.78,12.07,0
ORD-01169,2026-09-10,lunch,counter,2,0,,1.95,8.76,1.82,12.54,0
ORD-01170,2026-09-10,lunch,counter,1,0,,0.71,6.74,2.5,9.95,1
ORD-01171,2026-09-10,lunch,app,1,0,,1.23,11.01,1.41,13.65,0
ORD-01172,2026-09-10,lunch,app,4,0,,0.54,9.89,0.38,10.81,1
ORD-01173,2026-09-10,lunch,app,3,0,,1.07,10.16,0.75,11.97,1
ORD-01174,2026-09-10,lunch,counter,4,0,,1.3,10.42,2.62,14.34,0
ORD-01175,2026-09-10,lunch,counter,4,0,,1.33,8.88,2.98,13.19,0
ORD-01176,2026-09-10,lunch,app,3,0,,0.2,4.24,0.67,5.12,1
ORD-01177,2026-09-10,lunch,counter,1,0,,0.6,4.34,0.49,5.43,1
ORD-01178,2026-09-10,lunch,app,3,0,,1.61,7.29,2.25,11.15,1
ORD-01179,2026-09-10,lunch,counter,1,0,,1.8,7.45,0.85,10.11,1
ORD-01180,2026-09-10,lunch,app,1,0,kitchen_rework,1.01,17.48,1.09,19.58,0
ORD-01181,2026-09-10,lunch,app,2,0,,1.08,6.03,1.87,8.98,1
ORD-01182,2026-09-10,lunch,app,1,0,payment,0.49,7.29,0.3,8.08,1
ORD-01183,2026-09-10,lunch,app,1,0,kitchen_rework,1.33,14.09,2.51,17.93,0
ORD-01184,2026-09-10,lunch,counter,3,0,,0.84,5.48,2.43,8.75,1
ORD-01185,2026-09-10,lunch,counter,3,0,,1.32,8.49,2.47,12.27,0
ORD-01186,2026-09-10,dinner,counter,1,0,,0.48,8.14,1.67,10.29,1
ORD-01187,2026-09-10,dinner,app,2,0,,0.5,3.39,1.36,5.26,1
ORD-01188,2026-09-10,dinner,counter,2,0,,1.01,13.86,1.66,16.54,0
ORD-01189,2026-09-10,dinner,app,3,0,,0.36,6.04,1.1,7.5,1
ORD-01190,2026-09-10,dinner,app,3,0,,0.59,8.48,0.49,9.56,1
ORD-01191,2026-09-10,dinner,app,1,0,,0.35,6.53,1.46,8.34,1
ORD-01192,2026-09-10,dinner,counter,3,0,,1.04,6.75,2.59,10.38,1
ORD-01193,2026-09-10,dinner,app,4,0,,0.81,4.59,1.05,6.45,1
ORD-01194,2026-09-10,dinner,app,4,0,,1.34,9.97,2.63,13.94,0
ORD-01195,2026-09-10,dinner,counter,4,0,,1.33,8.16,1.21,10.7,1
ORD-01196,2026-09-10,dinner,app,1,0,,0.77,11.49,1.47,13.73,0
ORD-01197,2026-09-10,dinner,app,3,0,,1.35,11.6,1.37,14.32,0
ORD-01198,2026-09-10,dinner,app,4,0,payment,0.78,6.87,1.11,8.76,1
ORD-01199,2026-09-10,dinner,counter,4,0,,1.34,8.78,1.43,11.55,1
ORD-01200,2026-09-10,dinner,counter,2,0,,1.38,10.97,3.88,16.24,0
ORD-01201,2026-09-10,dinner,app,2,0,,0.51,9.6,3.55,13.67,0
ORD-01202,2026-09-10,dinner,app,1,0,,0.7,5.87,1.7,8.26,1
ORD-01203,2026-09-10,dinner,app,4,0,,0.69,10.2,0.41,11.31,1
ORD-01204,2026-09-10,dinner,app,2,0,,0.71,6.58,0.96,8.25,1
ORD-01205,2026-09-10,dinner,counter,2,0,,0.79,4.61,1.8,7.19,1
ORD-01206,2026-09-10,dinner,counter,4,0,,0.7,7.88,1.62,10.2,1
ORD-01207,2026-09-10,dinner,counter,4,0,,0.86,5.66,2.05,8.57,1
ORD-01208,2026-09-10,dinner,counter,4,0,kitchen_rework,1.32,14.37,2.21,17.9,0
ORD-01209,2026-09-10,dinner,counter,2,0,,0.67,2.12,1.7,4.49,1
ORD-01210,2026-09-10,dinner,counter,4,0,,0.52,9.83,0.73,11.07,1
ORD-01211,2026-09-10,dinner,counter,3,0,,0.91,10.37,3.22,14.5,0
ORD-01212,2026-09-10,dinner,counter,3,0,,1.04,9.74,0.93,11.72,1
ORD-01213,2026-09-10,dinner,counter,3,0,,0.8,11.61,1.89,14.3,0
ORD-01214,2026-09-10,dinner,app,1,0,,1.34,9.91,1.66,12.92,0
ORD-01215,2026-09-10,dinner,counter,4,1,,0.6,11.25,,,
ORD-01216,2026-09-10,dinner,counter,1,0,,1.47,11.97,2.18,15.62,0
ORD-01217,2026-09-10,dinner,counter,4,0,kitchen_rework,0.27,13.38,1.0,14.64,0
ORD-01218,2026-09-10,dinner,app,2,0,,0.91,7.31,0.71,8.93,1
ORD-01219,2026-09-10,dinner,app,3,0,,1.07,9.2,1.8,12.07,0
ORD-01220,2026-09-10,dinner,app,1,0,,0.45,4.0,2.54,6.98,1
ORD-01221,2026-09-10,dinner,counter,1,0,,1.06,10.23,1.73,13.02,0
ORD-01222,2026-09-10,dinner,counter,1,0,,0.83,10.63,0.99,12.45,0
ORD-01223,2026-09-10,dinner,counter,3,0,,1.08,7.41,1.19,9.69,1
ORD-01224,2026-09-10,dinner,app,1,0,kitchen_rework,0.94,16.18,1.26,18.38,0
ORD-01225,2026-09-10,dinner,app,3,0,,0.84,7.93,0.33,9.1,1
ORD-01226,2026-09-10,dinner,app,4,0,,0.86,3.84,0.76,5.46,1
ORD-01227,2026-09-10,dinner,counter,2,1,,0.2,3.59,,,
ORD-01228,2026-09-10,dinner,counter,4,0,,0.58,8.34,0.3,9.21,1
ORD-01229,2026-09-10,dinner,counter,1,0,,1.06,2.0,0.3,3.36,1
ORD-01230,2026-09-10,dinner,counter,3,0,,1.21,8.17,1.7,11.08,1
ORD-01231,2026-09-10,dinner,counter,2,0,,2.12,5.65,2.01,9.77,1
ORD-01232,2026-09-10,dinner,counter,1,0,payment,0.77,7.9,0.39,9.05,1
ORD-01233,2026-09-10,dinner,counter,2,0,,1.17,10.33,2.29,13.79,0
ORD-01234,2026-09-10,dinner,counter,3,0,,1.47,10.75,1.99,14.2,0
ORD-01235,2026-09-10,dinner,app,3,0,,1.09,7.81,2.42,11.33,1
ORD-01236,2026-09-10,dinner,app,2,0,,1.26,8.38,1.34,10.99,1
ORD-01237,2026-09-10,dinner,counter,1,0,,0.67,6.86,2.16,9.7,1
ORD-01238,2026-09-10,dinner,counter,4,0,,0.87,6.74,0.3,7.91,1
ORD-01239,2026-09-10,dinner,app,4,0,,0.96,7.2,1.55,9.71,1
ORD-01240,2026-09-10,dinner,counter,3,0,,0.72,9.79,1.32,11.83,1
ORD-01241,2026-09-10,dinner,counter,4,0,,1.63,9.86,1.29,12.79,0
ORD-01242,2026-09-10,dinner,app,3,0,,1.52,15.57,2.47,19.56,0
ORD-01243,2026-09-10,dinner,app,2,0,,0.27,2.0,1.92,4.19,1
ORD-01244,2026-09-10,dinner,app,1,0,,0.2,11.63,0.85,12.68,0
ORD-01245,2026-09-10,dinner,app,2,0,,1.69,10.82,2.28,14.79,0
ORD-01246,2026-09-10,dinner,counter,2,0,,1.15,5.13,2.28,8.55,1
ORD-01247,2026-09-10,dinner,app,4,0,,0.9,9.59,1.79,12.28,0
ORD-01248,2026-09-10,dinner,app,3,1,,1.28,13.82,,,
ORD-01249,2026-09-10,dinner,counter,4,0,,0.61,4.34,1.93,6.88,1
ORD-01250,2026-09-10,dinner,counter,4,0,,1.63,8.85,2.13,12.61,0
ORD-01251,2026-09-10,dinner,app,1,0,,0.95,4.99,0.78,6.72,1
ORD-01252,2026-09-10,dinner,counter,3,0,,0.5,4.56,1.72,6.79,1
ORD-01253,2026-09-10,dinner,app,3,0,,0.89,15.29,2.66,18.84,0
ORD-01254,2026-09-10,dinner,app,2,0,,0.66,9.87,1.16,11.68,1
ORD-01255,2026-09-10,dinner,counter,1,0,,0.8,5.17,1.36,7.32,1
ORD-01256,2026-09-10,dinner,counter,1,1,,1.03,7.67,,,
ORD-01257,2026-09-10,dinner,counter,2,0,,0.76,11.69,1.43,13.88,0
ORD-01258,2026-09-10,dinner,counter,2,0,,1.58,12.09,1.8,15.47,0
ORD-01259,2026-09-10,dinner,counter,4,0,,2.31,9.47,2.89,14.66,0
ORD-01260,2026-09-10,dinner,app,2,0,,1.68,7.66,0.3,9.64,1
ORD-01261,2026-09-10,dinner,counter,4,0,,1.22,11.39,1.93,14.54,0
ORD-01262,2026-09-10,dinner,app,4,0,,1.6,8.85,2.28,12.72,0
ORD-01263,2026-09-10,dinner,app,1,0,,1.48,10.82,3.22,15.51,0
ORD-01264,2026-09-10,dinner,app,3,0,,1.01,7.57,1.44,10.02,1
